Date,Cumulative
2023-05-29,1.270362
2023-06-07,1.270474
2023-06-12,1.268590
2023-06-13,1.267436
2023-06-14,1.250972
2023-06-16,1.254824
2023-06-19,1.258978
2023-06-20,1.259049
2023-06-21,1.243604
2023-06-22,1.243899
2023-06-23,1.250616
2023-06-26,1.246612
2023-07-04,1.237464
2023-07-07,1.237326
2023-07-10,1.246292
2023-07-18,1.244964
2023-07-21,1.254196
2023-07-24,1.253470
2023-07-25,1.241888
2023-07-27,1.240824
2023-07-31,1.240070
2023-08-04,1.235096
2023-08-09,1.242875
2023-08-10,1.238726
2023-08-15,1.241139
2023-08-16,1.253761
2023-08-17,1.248587
2023-08-18,1.241736
2023-08-22,1.232162
2023-08-23,1.231551
2023-08-24,1.236639
2023-08-25,1.238629
2023-08-29,1.243401
2023-08-31,1.243135
2023-09-01,1.247537
2023-09-04,1.262813
2023-09-05,1.259867
2023-09-06,1.272881
2023-09-08,1.268950
2023-09-14,1.269663
2023-09-19,1.280689
2023-09-27,1.277706
2023-09-28,1.275961
2023-09-29,1.271376
2023-10-02,1.275249
2023-10-10,1.268984
2023-10-11,1.273037
2023-10-13,1.272986
2023-10-16,1.279196
2023-10-19,1.266082
2023-10-30,1.268628
2023-10-31,1.268343
2023-11-10,1.273830
2023-11-13,1.275869
2023-11-16,1.283195
2023-11-21,1.281480
2023-11-29,1.270044
2023-11-30,1.265060
2023-12-01,1.267835
2023-12-05,1.259943
2023-12-12,1.257255
2023-12-18,1.258568
2023-12-21,1.264918
2023-12-22,1.271397
2023-12-28,1.273435
2024-01-15,1.277496
2024-01-16,1.273267
2024-01-17,1.273932
2024-01-23,1.271668
2024-01-24,1.280065
2024-01-26,1.274723
2024-01-29,1.276236
2024-01-30,1.278256
2024-02-01,1.277466
2024-02-06,1.268309
2024-02-08,1.261207
2024-02-09,1.268435
2024-02-13,1.273659
2024-02-14,1.269054
2024-02-19,1.264560
2024-02-26,1.259111
2024-02-28,1.249600
2024-03-01,1.263926
2024-03-04,1.260371
2024-03-07,1.250706
2024-03-12,1.255844
2024-03-13,1.247224
2024-03-15,1.249797
2024-03-18,1.247510
2024-03-19,1.255141
2024-03-22,1.249858
2024-03-25,1.246345
2024-03-27,1.242720
2024-03-28,1.233484
2024-04-03,1.236743
2024-04-04,1.236486
2024-04-05,1.237869
2024-04-08,1.237241
2024-04-09,1.242202
2024-04-10,1.238011
2024-04-23,1.238593
2024-04-30,1.246282
2024-05-08,1.240913
2024-05-13,1.244842
2024-05-16,1.261647
2024-05-17,1.257568
2024-05-20,1.252984
2024-05-22,1.246355
2024-05-23,1.249069
2024-05-24,1.255393
2024-05-31,1.254392
2024-06-05,1.266490
2024-06-06,1.259646
2024-06-07,1.260521
2024-06-12,1.256054
2024-06-13,1.256660
2024-06-17,1.265781
2024-06-18,1.266598
2024-06-25,1.255857
2024-06-27,1.250230
2024-06-28,1.243165
2024-07-09,1.248377
2024-07-11,1.260920
2024-07-12,1.267812
2024-07-23,1.270167
2024-07-24,1.272301
2024-07-26,1.263976
2024-07-31,1.243417
2024-08-02,1.256250
2024-08-05,1.272382
2024-08-06,1.282315
2024-08-09,1.274968
2024-08-14,1.269582
2024-08-15,1.260763
2024-08-19,1.267888
2024-08-20,1.277890
2024-08-21,1.278731
2024-08-22,1.284737
2024-08-23,1.284334
2024-09-03,1.282228
2024-09-04,1.286732
